,Name,DateTimeOriginal,GPSLatitude,GPSLongitude,picture_id,nb_judgments,mean_elo_rating,st_elo_rating,elo_reduced,mu,sigma,mu_0,sigma_0,rank_0,mu_1,sigma_1,rank_1,mu_2,sigma_2,rank_2,mu_3,sigma_3,rank_3,mu_4,sigma_4,rank_4,mu_5,sigma_5,rank_5,mu_6,sigma_6,rank_6,mu_7,sigma_7,rank_7,mu_8,sigma_8,rank_8,mu_9,sigma_9,rank_9
1425,team 2 (tsuen wan)_ha chun ming (rex)_161.jpg,2020:11:07 12:11:34,22.3770094722222,114.103004777778,9013,26,1310.41666666667,58.0837300538602,1.56714005609539,25,8.333333333333334,0,2.025112583432678,-6.075337750298036,0,2.1254259352794587,-6.376277805838376,0,2.087081881721556,-6.261245645164669,0,2.066520595624542,-6.199561786873625,1,2.1928827741036665,-5.578648322311,0,2.21090030644056,-6.632700919321679,0,2.1734805051773147,-6.520441515531944,1,2.0541593724907385,-5.162478117472215,0,1.988635062549372,-5.965905187648115,0,2.023520738797835,-6.070562216393505
1426,team 2 (tsuen wan)_ha chun ming (rex)_166.jpg,2020:11:07 12:14:00,22.3787347777778,114.104088583333,9018,36,911.666666666667,77.0139696103994,-0.445951264284863,25,8.333333333333334,14,1.6865815888658626,8.940255233402413,11,1.6720163435654574,5.983950969303628,9,1.5298904991073454,4.410328502677964,14,1.6838958189026458,8.948312543292062,12,1.6442959355318305,7.067112193404508,11,1.620188452417223,6.139434642748331,11,1.6193009869208284,6.142097039237515,10,1.714728911777134,4.855813264668598,11,1.6257782597736274,6.122665220679117,12,1.7286955942571869,6.81391321722844
1427,team 2 (tsuen wan)_ha chun ming (rex)_168.jpg,2020:11:07 12:14:52,22.3787347777778,114.104088583333,9020,37,1084.33333333333,58.9396198484414,0.425757244770076,25,8.333333333333334,2,1.5792337150238394,-2.737701145071518,5,1.6615524185749566,0.0153427442751299,1,1.6749634958717527,-4.0248904876152585,2,1.5942413683225205,-2.7827241049675617,4,1.5617145610705754,-0.6851436832117264,3,1.6319399629097118,-1.895819888729135,3,1.600168720787112,-1.8005061623613363,3,1.5307325669429224,-1.592197700828767,4,1.6327508279440794,-0.8982524838322385,0,1.663198023973644,-4.989594071920933
1428,team 2 (tsuen wan)_ha chun ming (rex)_171.jpg,2020:11:07 12:16:07,22.3794032777778,114.104458694444,9024,43,998.166666666667,96.1048984971709,-0.0092555922776105,25,8.333333333333334,3,1.4104894187753485,-1.2314682563260444,5,1.4321422767667025,0.7035731696998928,6,1.4804948349302764,1.5585154952091704,4,1.4071486830554083,-0.2214460491662251,5,1.4334635595202152,0.699609321439354,4,1.4355260391487488,-0.3065781174462465,3,1.425429790551534,-1.2762893716546024,6,1.424597800358489,1.7262065989245334,7,1.4685877758886434,2.5942366723340697,6,1.4413521901274873,1.6759434296175382
1429,team 2 (tsuen wan)_ha chun ming (rex)_173.jpg,2020:11:07 12:17:44,22.3795613888889,114.106116,9026,20,888.25,89.0455705600432,-0.564170420194341,25,8.333333333333334,16,2.206112256000375,9.381663231998877,16,2.117204469465675,9.648386591602977,12,2.065357654893817,5.803927035318549,14,2.205216038374876,7.384351884875372,15,2.051595049589583,8.845214851231251,10,2.1154691677555726,3.653592496733282,16,2.1598218650677907,9.520534404796628,15,2.0473127231988952,8.858061830403315,13,2.069957640061705,6.790127079814884,14,2.121681965336725,7.634954103989825
1430,team 2 (tsuen wan)_ha chun ming (rex)_174.jpg,2020:11:07 12:18:06,22.3795613888889,114.106116,9027,29,1011.91666666667,106.263359231447,0.0601613498044672,25,8.333333333333334,7,1.7383470357668651,1.7849588926994038,8,1.7391561794010917,2.782531461796725,10,1.8022278733725352,4.593316379882395,9,1.7152453537047323,3.8542639388858033,7,1.649769299677789,2.050692100966633,7,1.711750321323095,1.864749036030716,7,1.7692853517829783,1.6921439446510649,10,1.7951899925569228,4.614430022329231,9,1.725470322550441,3.8235890323486768,8,1.8259654058019068,2.52210378259428
1431,team 2 (tsuen wan)_ha chun ming (rex)_181.jpg,2020:11:07 12:20:55,22.3786379722222,114.107181388889,9035,20,841.333333333333,69.3585327166461,-0.801029440753188,25,8.333333333333334,15,2.110366263980964,8.66890120805711,18,2.310543564500659,11.068369306498022,14,2.08586323473526,7.742410295794221,16,2.2530194343399104,9.240941696980268,18,2.200323496968563,11.39902950909431,15,2.093926398117967,8.718220805646098,19,2.2944555387687195,12.11663338369384,15,2.280403892965214,8.158788321104359,17,2.2673880448652537,10.197835865404238,18,2.29146827806198,11.125595165814062
1432,team 2 (tsuen wan)_ha chun ming (rex)_188.jpg,2020:11:07 12:32:51,22.3788156944444,114.107721888889,9042,36,982.416666666667,93.7253806057728,-0.0887695441170814,25,8.333333333333334,10,1.5748859517163878,5.275342144850836,11,1.6381982517197131,6.08540524484086,7,1.5437402137242209,2.3687793588273376,8,1.5971042051324316,3.208687384602705,6,1.525516889922007,1.4234493302339786,6,1.6289847619431106,1.113045714170668,6,1.5303706622324569,1.4088880133026302,9,1.562730363289268,4.311808910132196,7,1.567436097887314,2.297691706338058,8,1.5839152465323063,3.2482542604030806
1433,team 2 (tsuen wan)_ha chun ming (rex)_191.jpg,2020:11:07 12:33:59,22.3788156944444,114.107721888889,9046,36,977.583333333333,69.7898902985152,-0.113170651030781,25,8.333333333333334,7,1.5453581880545415,2.363925435836375,7,1.6297972005073174,2.110608398478048,9,1.681978155982746,3.9540655320517617,7,1.5684458305112654,2.294662508466204,8,1.6344892849834989,3.096532145049503,8,1.5867627816094805,3.2397116551715586,7,1.582935245144396,2.251194264566812,8,1.572530731803247,3.2824078045902585,7,1.5853687265837222,2.243893820248833,8,1.5782087183222937,3.26537384503312
1434,team 2 (tsuen wan)_ha chun ming (rex)_197.jpg,2020:11:07 12:36:23,22.3788762777778,114.107775694444,9052,34,840.333333333333,68.5065800865254,-0.806077945631884,25,8.333333333333334,13,1.7597362338913156,7.720791298326053,13,1.781087680635277,7.65673695809417,10,1.728751242999796,4.813746271000612,15,1.7193387212736353,9.841983836179091,12,1.7557083121654429,6.732875063503672,11,1.6803201762036606,5.959039471389018,13,1.7184516374195826,7.844645087741252,10,1.763559354956974,4.709321935129078,13,1.7226655733186709,7.832003280043987,10,1.637071020494565,5.0887869385163045
1435,team 2 (tsuen wan)_ha chun ming (rex)_199.jpg,2020:11:07 12:38:08,22.3771627777778,114.110491972222,9054,26,869.166666666667,54.4056035438419,-0.660512721629467,25,8.333333333333334,12,1.7998554811273144,6.600433556618057,13,1.7870490092249012,7.638852972325297,13,1.830414322382576,7.508757032852271,13,1.683278585226058,7.950164244321826,14,1.8133626967928005,8.559911909621599,15,1.8009979939828282,9.597006018051516,13,1.7766209103459316,7.670137268962205,12,1.776926852845699,6.669219441462904,14,1.8412992230144865,8.476102330956541,11,1.7427100574422418,5.7718698276732745
1436,team 2 (tsuen wan)_ha chun ming (rex)_217.jpg,2020:11:07 13:07:44,22.3741967777778,114.107890694444,9075,29,844.833333333333,52.4834750327677,-0.78335967367775,25,8.333333333333334,15,1.8681681125184368,9.39549566244469,14,1.8032743594355125,8.590176921693462,17,1.915488921404878,11.253533235785364,15,1.9597200590694308,9.120839822791709,15,1.882894572572745,9.351316282281765,15,1.8755484061018024,9.373354781694593,13,1.8501487445018976,7.449553766494307,13,1.8841121999028576,7.347663400291427,15,1.871562064750528,9.385313805748416,18,1.9182341315621287,12.245297605313612
1437,team 2 (tsuen wan)_ha chun ming (rex)_218.jpg,2020:11:07 13:08:06,22.3741967777778,114.107890694444,9076,43,976.25,102.697370949796,-0.119901990869043,25,8.333333333333334,6,1.4408477058379416,1.677456882486175,7,1.402937750634366,2.791186748096901,4,1.4390968586542443,-0.3172905759627333,5,1.445536575666892,0.6633902729993242,6,1.4739907873878633,1.57802763783641,7,1.4230448990711957,2.7308653027864125,5,1.454588931649854,0.6362332050504378,8,1.4424503511557325,3.672648946532803,10,1.4486285544219777,5.654114336734067,6,1.431571766864588,1.7052846994062358
1438,team 2 (tsuen wan)_ha chun ming (rex)_219.jpg,2020:11:07 13:08:23,22.3741967777778,114.107890694444,9077,34,1068.91666666667,47.4043694444325,0.347926127890172,25,8.333333333333334,3,1.7986411165034888,-2.3959233495104666,2,1.7917251212286036,-3.375175363685811,3,1.6995464564884717,-2.098639369465415,1,1.7463623498677086,-4.239087049603126,5,1.7501814212313165,-0.250544263693949,2,1.703122872367524,-3.109368617102572,3,1.670561119249912,-2.0116833577497357,4,1.7229603887534284,-1.1688811662602854,4,1.788048229660305,-1.3641446889809157,6,1.799366242000347,0.6019012739989593
1439,team 2 (tsuen wan)_ha chun ming (rex)_224.jpg,2020:11:07 13:09:48,22.3744251944444,114.1092765,9083,32,1375.33333333333,50.9069263609104,1.89487216447078,25,8.333333333333334,0,2.109885611621236,-6.329656834863707,0,2.0115333149080508,-6.034599944724152,0,2.0844679301529188,-6.253403790458757,0,2.085626418473021,-6.256879255419065,0,2.0742433828423708,-6.222730148527113,1,2.017900467477635,-5.053701402432905,0,2.0860837353850084,-6.258251206155025,0,2.047339070217575,-6.142017210652725,0,2.098621267573335,-6.295863802720005,0,2.051926227351805,-6.155778682055415
1440,team 2 (tsuen wan)_ha chun ming (rex)_229.jpg,2020:11:07 13:11:34,22.3744251944444,114.1092765,9088,36,994.666666666667,95.1604705301269,-0.0269253593530485,25,8.333333333333334,10,1.7028390710800805,4.89148278675976,6,1.6180068049229266,1.1459795852312205,7,1.5760334386632375,2.271899684010288,8,1.6167813265777342,3.1496560202667974,7,1.5632144189135149,2.3103567432594554,10,1.5804851330181993,5.258544600945402,4,1.5671549623494312,-0.701464887048294,8,1.5736637100722224,3.2790088697833326,9,1.595104204346772,4.214687386959684,6,1.568303865087621,1.295088404737136
1441,team 2 (tsuen wan)_ha chun ming (rex)_230.jpg,2020:11:07 13:12:13,22.3744117777778,114.109257888889,9090,37,921.666666666667,80.4852706268593,-0.395466215497898,25,8.333333333333334,11,1.5372309869241851,6.388307039227445,8,1.4879617838023025,3.5361146485930925,10,1.5954721962167715,5.213583411349685,9,1.5083065165227243,4.475080450431826,9,1.6069092792074515,4.179272162377646,11,1.555195901214292,6.334412296357124,10,1.5978998539154516,5.2063004382536455,9,1.5269265871725708,4.419220238482287,10,1.5766246828857322,5.270125951342804,8,1.5286610779654335,3.4140167661037
1442,team 2 (tsuen wan)_ha chun ming (rex)_234.jpg,2020:11:07 13:13:50,22.3745406944444,114.108800777778,9094,35,1114.58333333333,88.7647128222935,0.578474517350647,25,8.333333333333334,4,1.479007252114777,-0.4370217563443308,5,1.5435959158962915,0.369212252311125,4,1.5330704762435017,-0.5992114287305048,4,1.5225294757555308,-0.5675884272665925,7,1.5041312395848316,2.4876062812455046,5,1.4932069967136723,0.5203790098589822,6,1.5522351315678116,1.343294605296565,5,1.4637860947883086,0.6086417156350743,4,1.5040620546702874,-0.5121861640108625,4,1.5680298742102394,-0.7040896226307183
1443,team 2 (tsuen wan)_ha chun ming (rex)_239.jpg,2020:11:08 15:09:43,22.3719837777778,114.107321388889,9099,38,948.833333333333,75.7781850754776,-0.258315166293307,25,8.333333333333334,8,1.5462965264286648,3.361110420714006,11,1.5993282845510763,6.2020151463467705,8,1.5404197506569532,3.3787407480291405,9,1.595964653867633,4.212106038397101,11,1.6270481878320908,6.118855436503727,11,1.620280304280443,6.139159087158671,10,1.4947674618867226,5.515697614339832,8,1.5108837730836255,3.467348680749123,11,1.5437896699589586,6.368630990123124,9,1.5618132174930306,4.314560347520908
1444,team 2 (tsuen wan)_ha chun ming (rex)_240.jpg,2020:11:08 15:10:23,22.3719837777778,114.107321388889,9101,30,944.166666666667,52.3030215246314,-0.281874855727225,25,8.333333333333334,12,1.84143004241158,6.475709872765261,10,1.7509666348546205,4.747100095436139,14,1.869954020640272,8.390137938079185,13,1.75553657216755,7.73339028349735,13,1.8685632343777865,7.39431029686664,15,1.847542903479661,9.457371289561015,11,1.90203213736416,5.293903587907519,14,1.896625619150243,8.310123142549271,14,1.9067818499524691,8.279654450142592,13,1.841580632936388,7.475258101190836
1445,team 2 (tsuen wan)_ha chun ming (rex)_25.jpg,2020:11:07 11:06:46,22.3744328888889,114.1142545,9111,31,570.666666666667,47.1734388542253,-2.16749142792039,25,8.333333333333334,23,2.5031164034712465,15.49065078958626,27,2.567465432599113,19.29760370220266,25,2.521958541276773,17.43412437616968,26,2.2266217947591773,19.320134615722463,25,2.341521840239931,17.975434479280207,28,2.382834166052966,20.851497501841106,23,2.6221922570524714,15.133423228842586,26,2.474113563449404,18.57765930965179,26,2.36842365987215,18.89472902038355,26,2.263787255696778,19.208638232909664
1446,team 2 (tsuen wan)_ha chun ming (rex)_258.jpg,2020:11:08 15:54:35,22.3715371944444,114.1069075,9120,29,1302.25,79.0743321185832,1.52591059958604,25,8.333333333333334,0,1.926376793510418,-5.779130380531255,0,1.8645239081749112,-5.593571724524733,0,1.9673279761521223,-5.901983928456367,0,1.808565932984408,-5.425697798953224,0,1.9692585463317067,-5.90777563899512,0,1.7378008457092529,-5.213402537127759,0,1.9267795000599208,-5.780338500179763,0,1.926753239204059,-5.780259717612177,0,1.85149474000833,-5.55448422002499,0,1.779693676888526,-5.339081030665578
1447,team 2 (tsuen wan)_ha chun ming (rex)_41.jpg,2020:11:07 11:13:10,22.3778123888889,114.110154277778,9140,41,879.166666666667,75.856123781482,-0.610027672842501,25,8.333333333333334,8,1.494377047312861,3.516868858061417,12,1.5697283722706257,7.290814883188123,12,1.5349232252536602,7.395230324239019,11,1.506417201850236,6.480748394449292,9,1.5174461608341272,4.447661517497618,11,1.5236166032947764,6.429150190115671,10,1.5978271170373588,5.206518648887924,11,1.5243624367546351,6.426912689736095,11,1.5553630867341222,6.333910739797633,8,1.5047518570398304,3.4857444288805084
1448,team 2 (tsuen wan)_ha chun ming (rex)_42.jpg,2020:11:07 11:13:25,22.3778123888889,114.110154277778,9141,28,822.166666666667,72.2644554061782,-0.897792450928205,25,8.333333333333334,14,1.7735445383361874,8.679366384991438,15,1.8013245730852412,9.596026280744276,15,1.8535319182767749,9.439404245169676,15,1.9196921837483905,9.24092344875483,18,1.8458300712077047,12.462509786376886,17,1.842290787523536,11.473127637429393,14,1.89294530111848,8.321164096644562,16,1.892809188275099,10.321572435174703,16,1.8194868700883464,10.54153938973496,14,1.8546845884439425,8.435946234668172
1449,team 2 (tsuen wan)_ha chun ming (rex)_51.jpg,2020:11:07 11:16:05,22.3778123888889,114.110154277778,9151,38,922.5,69.459602386109,-0.391259128098984,25,8.333333333333334,10,1.5372549621905551,5.388235113428335,12,1.5696165539141198,7.291150338257641,11,1.5806023657023671,6.258192902892898,12,1.522907810188119,7.431276569435643,11,1.613588899500946,6.159233301497162,9,1.534249669566892,4.397250991299323,9,1.5243470611030698,4.426958816690791,11,1.5948216184822908,6.215535144553128,10,1.548871314811524,5.353386055565428,12,1.5699912477703046,7.290026256689086
1450,team 2 (tsuen wan)_ha chun ming (rex)_53.jpg,2020:11:07 11:16:34,22.3778123888889,114.110154277778,9153,32,1025.41666666667,65.5597691677856,0.128316165666871,25,8.333333333333334,6,1.625313244312823,1.1240602670615305,8,1.6922351797403978,2.9232944607788065,8,1.7316380351381149,2.8050858945856554,11,1.7342153232485502,5.79735403025435,7,1.7203288777115249,1.8390133668654256,7,1.705707551803128,1.882877344590616,6,1.691145199868186,0.926564400395442,9,1.7874829539214752,3.6375511382355743,8,1.751222716556292,2.7463318503311243,7,1.7133960767698329,1.8598117696905008
1451,team 2 (tsuen wan)_ha chun ming (rex)_56.jpg,2020:11:07 11:17:26,22.3777684722222,114.110181694444,9156,36,870.666666666667,31.4969936035268,-0.652939964311422,25,8.333333333333334,13,1.7296255253580228,7.811123423925931,13,1.6596995236381873,8.020901429085438,10,1.7465249157526257,4.760425252742124,15,1.7202137390737935,9.839358782778618,12,1.632532416490303,7.102402750529091,13,1.6592825905701631,8.02215222828951,11,1.618927225863147,6.143218322410559,15,1.651928824278552,10.044213527164343,14,1.613532821999257,9.159401534002228,12,1.673508230137804,6.979475309586588
1452,team 2 (tsuen wan)_ha chun ming (rex)_57.jpg,2020:11:07 11:17:48,22.3779750833333,114.106611694444,9157,34,907.666666666667,76.0135554099439,-0.466145283799649,25,8.333333333333334,13,1.728816472459816,7.813550582620552,12,1.651837429742017,7.044487710773948,14,1.745424546851944,8.763726359444167,12,1.7111538132246282,6.866538560326116,12,1.6551025070540928,7.034692478837721,14,1.653976260662117,9.03807121801365,14,1.6313528523851728,9.105941442844482,14,1.728817167152976,8.813548498541072,14,1.718550540153262,8.844348379540214,14,1.7456872875744698,8.76293813727659
1453,team 2 (tsuen wan)_ha chun ming (rex)_59.jpg,2020:11:07 11:18:25,22.3779750833333,114.106611694444,9159,28,1010.08333333333,69.8094267316819,0.0509057575268572,25,8.333333333333334,9,1.852955536729528,3.4411333898114167,11,1.8886905318700185,5.333928404389945,10,1.8796262665677348,4.361121200296796,11,1.8613252883960851,5.416024134811744,8,1.864156675918464,2.407529972244608,11,1.8286211493918791,5.514136551824363,9,1.8562985951154904,3.431104214653528,10,1.8407332981005229,4.477800105698432,8,1.9136661947940807,2.2590014156177576,9,1.851559924747016,3.445320225758953
1454,team 2 (tsuen wan)_ha chun ming (rex)_63.jpg,2020:11:07 11:19:46,22.3779750833333,114.106611694444,9164,36,1066.91666666667,88.5770936255617,0.337829118132779,25,8.333333333333334,6,1.6327259653474795,1.101822103957561,5,1.6266143311844332,0.1201570064466999,4,1.6682684181618868,-1.0048052544856605,3,1.6062683345236162,-1.8188050035708487,5,1.6021621045392718,0.1935136863821842,5,1.6396413786409858,0.081075864077043,8,1.6567585428615892,3.0297243714152327,7,1.5733807610994153,2.2798577167017537,5,1.6676621862909895,-0.0029865588729691,4,1.576767592887794,-0.7303027786633818
1455,team 2 (tsuen wan)_ha chun ming (rex)_65.jpg,2020:11:07 11:20:30,22.3779750833333,114.106611694444,9166,35,907.166666666667,86.7188071594133,-0.468669536238998,25,8.333333333333334,13,1.6423542527840105,8.072937241647969,13,1.5924313199473743,8.222706040157878,11,1.6076247182061556,6.177125845381533,10,1.5997581332270696,5.200725600318791,12,1.6355468316719632,7.09335950498411,15,1.7240157982948463,9.82795260511546,12,1.61360226982925,7.15919319051225,13,1.593628791263122,8.219113626210634,13,1.6345748580438493,8.096275425868452,10,1.5630981481924733,5.31070555542258
1456,team 2 (tsuen wan)_ha chun ming (rex)_66.jpg,2020:11:07 11:20:48,22.3779750833333,114.106611694444,9167,24,829.333333333333,50.1440349635352,-0.861611499297546,25,8.333333333333334,19,2.4355251248720227,11.693424625383932,17,2.4757043162497188,9.572887051250843,19,2.45011166835696,11.649664994929122,19,2.3404401025065216,11.978679692480435,18,2.3713705787093646,10.885888263871903,15,2.5849295456190444,7.245211363142866,18,2.389751460915626,10.830745617253122,18,2.465926877249004,10.602219368252989,20,2.332837369473611,13.001487891579169,18,2.4306560643188098,10.708031807043572
1457,team 2 (tsuen wan)_ha chun ming (rex)_80.jpg,2020:11:07 11:25:58,22.3785905,114.106441388889,9183,23,725.75,46.0535755200594,-1.38455246298253,25,8.333333333333334,21,2.325797696328087,14.02260691101574,21,2.150886208850673,14.54734137344798,20,2.0386630291536125,13.884010912539162,22,2.3469674209083604,14.959097737274918,21,2.277174374342798,14.168476876971608,21,2.358275024571964,13.925174926284107,20,2.176416612270488,13.470750163188535,21,2.220876294123082,14.337371117630754,21,2.3979206433105253,13.806238070068424,19,2.1869441462083823,12.439167561374854
1458,team 2 (tsuen wan)_ha chun ming (rex)_86.jpg,2020:11:07 11:28:42,22.3785905,114.106441388889,9189,23,1012.58333333333,66.9157656832057,0.0635270197235986,25,8.333333333333334,8,1.7705963789724122,2.6882108630827632,10,1.7688986332496484,4.693304100251055,11,1.84028402550146,5.479147923495621,13,1.8633857349684404,7.409842795094679,10,1.9264131087112664,4.2207606738662005,12,1.8773130702547096,6.368060789235871,11,1.9557240659882256,5.132827802035322,9,1.807825472023519,3.576523583929444,10,1.84816215062374,4.455513548128781,11,1.8868816790810965,5.339354962756711
1459,team 2 (tsuen wan)_lee tsz ngai (jason)_102.jpg,2020:11:09 10:01:57,22.3712416666667,114.129433333333,9208,35,764.166666666667,66.5033605894993,-1.19060573389261,25,8.333333333333334,17,1.6996553767944782,11.901033869616564,18,1.649883644235007,13.05034906729498,19,1.6759155677045965,13.97225329688621,16,1.5886075100513102,11.23417746984607,18,1.6908134356828337,12.9275596929515,15,1.635955715545903,10.09213285336229,17,1.6279922514296763,12.11602324571097,17,1.7035362512801782,11.889391246159466,18,1.5844046480528835,13.246786055841348,13,1.535670269171988,8.392989192484036
1460,team 2 (tsuen wan)_lee tsz ngai (jason)_107.jpg,2020:11:09 10:03:13,22.3708305555556,114.130766666667,9213,30,681.416666666667,61.8406432010143,-1.60836951260475,25,8.333333333333334,24,2.317938985585408,17.04618304324378,25,2.4494624147774613,17.651612755667614,25,2.359122095121696,17.922633714634912,23,2.464070050624797,15.60778984812561,23,2.2238353579639925,16.328493926108024,23,2.48541703450128,15.543748896496162,22,2.349838119638696,14.950485641083912,22,2.0076218530630348,15.977134440810897,24,2.737008497232452,15.788974508302644,20,2.224987108959348,13.325038673121956
1461,team 2 (tsuen wan)_lee tsz ngai (jason)_108.jpg,2020:11:09 10:03:27,22.3707166666667,114.130944444444,9214,27,793.083333333333,68.656534262732,-1.0446198011503,25,8.333333333333334,16,2.048772732414533,9.853681802756402,18,1.9805123145743744,12.058463056276876,19,2.059319289706824,12.822042130879527,17,2.155759782034665,10.532720653896003,15,2.042075068249534,8.873774795251398,18,2.05167253042687,11.84498240871939,19,2.188390973745459,12.434827078763623,14,2.1586921089898645,7.523923673030406,19,2.04828983568939,12.85513049293183,18,2.0733821356830173,11.779853592950948
1462,team 2 (tsuen wan)_lee tsz ngai (jason)_110.jpg,2020:11:09 10:03:55,22.370475,114.131316666667,9217,34,881.25,82.1972406084071,-0.599509954345217,25,8.333333333333334,13,1.606048811030492,8.181853566908524,13,1.699865514845089,7.900403455464733,14,1.6242768805969916,9.127169358209024,15,1.6830469132116614,9.950859260365016,15,1.705093651875685,9.884719044372943,14,1.7110714963216704,8.866785511034989,12,1.6458846642065597,7.062346007380321,13,1.7041380226364775,7.887585932090568,14,1.5533426980749503,9.33997190577515,17,1.7227742955943486,11.831677113216957
1463,team 2 (tsuen wan)_lee tsz ngai (jason)_114.jpg,2020:11:09 10:05:04,22.3699444444444,114.132225,9221,45,1150.83333333333,64.2860557951487,0.761482819203398,25,8.333333333333334,0,1.5182616496523422,-4.5547849489570265,0,1.5307013950247357,-4.592104185074208,1,1.5169871681976164,-3.5509615045928493,0,1.5283229389787685,-4.584968816936305,0,1.4889953414945127,-4.466986024483538,0,1.5089654825907506,-4.526896447772252,0,1.5738767578225568,-4.72163027346767,0,1.5282435478755467,-4.58473064362664,0,1.5235805650279857,-4.570741695083957,0,1.5130007850868652,-4.539002355260596
1464,team 2 (tsuen wan)_lee tsz ngai (jason)_121.jpg,2020:11:09 10:08:11,22.3692861111111,114.133147222222,9229,20,843.666666666667,83.5717800710409,-0.789249596036229,25,8.333333333333334,16,2.213523357856185,9.359429926431446,18,2.1813309176942446,11.456007246917268,14,2.2739856163328613,7.178043151001416,18,2.1612413241814536,11.51627602745564,18,2.1535680202404124,11.539295939278762,17,2.044878510505475,10.865364468483577,18,2.0016542842501,11.9950371472497,20,2.3066154429879884,13.080153671036037,21,2.288710808226889,14.133867575319332,17,2.085465808353971,10.743602574938087
1465,team 2 (tsuen wan)_lee tsz ngai (jason)_129.jpg,2020:11:09 10:12:34,22.370525,114.131277777778,9237,25,845.75,59.2623213118819,-0.778731877538945,25,8.333333333333334,18,2.1401938206912794,11.579418537926164,17,2.1077448550159628,10.676765434952111,18,2.0731892202588824,11.780432339223353,18,2.191094587725276,11.426716236824172,17,2.224980930153235,10.325057209540295,17,2.223477382909279,10.329567851272165,17,2.145414475625516,10.563756573123452,18,2.072042253161112,11.783873240516662,19,2.3709203644379726,11.887238906686084,18,2.1397080690026966,11.580875792991913
1466,team 2 (tsuen wan)_lee tsz ngai (jason)_130.jpg,2020:11:09 10:12:52,22.3705638888889,114.130958333333,9239,39,1124.16666666667,76.6762181138482,0.626856022438157,25,8.333333333333334,3,1.5977522720789028,-1.793256816236708,4,1.5687195405920968,-0.7061586217762903,1,1.5446032181671077,-3.6338096545013223,3,1.6114030575330047,-1.8342091725990135,5,1.50400099188406,0.4879970243478198,4,1.5896223665204647,-0.768867099561394,1,1.5458275364474658,-3.637482609342397,5,1.557404061330803,0.3277878160075911,2,1.5581891327641486,-2.674567398292446,4,1.5994658451239978,-0.7983975353719934
1467,team 2 (tsuen wan)_lee tsz ngai (jason)_132.jpg,2020:11:09 10:13:23,22.3708,114.130455555556,9241,32,777.916666666667,62.3063667158769,-1.12118879181053,25,8.333333333333334,18,1.825912362153231,12.522262913540306,18,1.9754112372880983,12.073766288135705,16,2.0074161808707385,9.977751457387784,18,1.873447998913956,12.379656003258132,19,1.8870874666880668,13.3387375999358,18,1.9110554009140637,12.26683379725781,18,1.938107065816863,12.185678802549411,19,2.018391233133181,12.944826300600456,20,1.968091852711081,14.095724441866755,17,1.9626970983665415,11.111908704900376
1468,team 2 (tsuen wan)_lee tsz ngai (jason)_143.jpg,2020:11:09 10:16:51,22.3707138888889,114.12745,9253,26,769.333333333333,59.3469511100664,-1.16452179201934,25,8.333333333333334,17,2.034682200781638,10.895953397655086,18,1.8846603749872528,12.346018875038242,18,1.938993370056924,12.183019889829229,18,1.9035546359263595,12.28933609222092,17,2.072804598852371,10.781586203442888,22,2.071920480400143,15.78423855879957,19,1.993363696129412,13.019908911611765,17,1.913282945946986,11.260151162159042,18,1.9883991290437784,12.034802612868663,19,2.073159570881221,12.780521287356336
1469,team 2 (tsuen wan)_lee tsz ngai (jason)_150.jpg,2020:11:09 10:18:48,22.370525,114.125672222222,9261,40,1369.83333333333,69.0991821203187,1.86710538763794,25,8.333333333333334,0,1.857388290396712,-5.572164871190135,0,1.9537930399237449,-5.861379119771234,0,2.0619303496364543,-6.185791048909363,0,2.1523261406352776,-6.456978421905832,0,2.0336644469279683,-6.100993340783905,0,2.196533131351421,-6.589599394054263,0,2.1279292740211004,-6.383787822063301,0,1.9671491921044295,-5.90144757631329,0,2.169858352474526,-6.509575057423579,2,2.110275412529281,-4.330826237587845
1470,team 2 (tsuen wan)_lee tsz ngai (jason)_158.jpg,2020:11:09 10:21:36,22.3700583333333,114.12365,9269,33,777.0,44.6705109155307,-1.12581658794933,25,8.333333333333334,14,1.6301000209995846,9.109699937001244,15,1.7391513426589094,9.782545972023271,15,1.6524100973941276,10.042769707817618,14,1.6889622646134852,8.933113206159543,13,1.656851302466856,8.029446092599432,16,1.722648306256219,10.832055081231342,14,1.6853582891213428,8.943925132635972,16,1.6531473851381602,11.04055784458552,17,1.7161590144687755,11.851522956593673,14,1.7125646017047436,8.862306194885768
1471,team 2 (tsuen wan)_lee tsz ngai (jason)_162.jpg,2020:11:09 10:22:46,22.3692416666667,114.122947222222,9274,36,972.0,92.1688174443554,-0.141358136603504,25,8.333333333333334,11,1.593667999998439,6.218996000004682,12,1.6606979750819897,7.017906074754031,12,1.6029172312947757,7.191248306115673,12,1.6591688655095145,7.022493403471457,10,1.568768958224463,5.293693125326611,9,1.5795654945776825,4.261303516266953,9,1.5981618148999608,4.205514555300118,9,1.5620885159043822,4.3137344522868535,10,1.6019890814293285,5.194032755712015,12,1.579574230707693,7.261277307876921
