,image,elo_reduced
654,Team 14 (Tsim Sha Tsui)_Fung Ho Kit (Justin)_244.jpg,-1.1
655,Team 14 (Tsim Sha Tsui)_Fung Ho Kit (Justin)_252.jpg,-0.8
656,Team 14 (Tsim Sha Tsui)_Fung Ho Kit (Justin)_35.jpg,-1.7
657,Team 14 (Tsim Sha Tsui)_Fung Ho Kit (Justin)_42.jpg,-1.0
658,Team 14 (Tsim Sha Tsui)_Fung Ho Kit (Justin)_53.jpg,0.8
659,Team 14 (Tsim Sha Tsui)_Fung Ho Kit (Justin)_55.jpg,-0.4
660,Team 14 (Tsim Sha Tsui)_Fung Ho Kit (Justin)_67.jpg,2.0
661,Team 14 (Tsim Sha Tsui)_Fung Ho Kit (Justin)_70.jpg,1.3
662,Team 14 (Tsim Sha Tsui)_Fung Ho Kit (Justin)_74.jpg,-1.0
663,Team 14 (Tsim Sha Tsui)_Fung Ho Kit (Justin)_82.jpg,-0.8
664,Team 14 (Tsim Sha Tsui)_Fung Ho Kit (Justin)_86.jpg,-0.6
665,Team 14 (Tsim Sha Tsui)_Fung Ho Kit (Justin)_89.jpg,-0.9
666,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_108.jpg,-0.3
667,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_112.jpg,0.7
668,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_116.jpg,-0.6
669,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_133.jpg,1.1
670,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_158.jpg,0.4
671,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_159.jpg,0.5
672,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_17.jpg,0.5
673,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_172.jpg,0.7
674,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_175.jpg,0.2
675,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_182.jpg,0.8
676,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_193.jpg,-0.7
677,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_198.jpg,-1.2
678,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_206.jpg,-0.5
679,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_208.jpg,-0.9
680,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_219.jpg,1.0
681,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_235.jpg,1.5
682,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_24.jpg,0.5
683,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_247.jpg,0.5
684,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_252.jpg,-1.6
685,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_273.jpg,0.5
686,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_274.jpg,0.0
687,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_276.jpg,0.0
688,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_277.jpg,0.1
689,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_35.jpg,0.6
690,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_4.jpg,-0.0
691,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_58.jpg,-0.5
692,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_69.jpg,-0.5
693,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_82.jpg,-0.8
694,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_87.jpg,0.3
695,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_91.jpg,-1.0
696,Team 14 (Tsim Sha Tsui)_Fung Nga Yin (Andrea)_92.jpg,-0.4
697,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_102.jpg,1.5
698,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_107.jpg,-1.0
699,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_112.jpg,0.1
700,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_135.jpg,0.9
701,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_136.jpg,0.4
702,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_164.jpg,0.3
703,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_169.jpg,1.4
704,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_178.jpg,0.3
705,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_18.jpg,1.5
706,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_185.jpg,0.6
707,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_186.jpg,1.5
708,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_194.jpg,-1.1
709,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_199.jpg,-0.0
710,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_205.jpg,0.6
711,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_213.jpg,-0.1
712,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_215.jpg,1.1
713,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_223.jpg,2.1
714,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_234.jpg,-0.7
715,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_238.jpg,1.0
716,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_239.jpg,1.2
717,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_28.jpg,0.7
718,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_33.jpg,0.6
719,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_37.jpg,0.7
720,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_39.jpg,0.9
721,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_40.jpg,-0.4
722,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_41.jpg,-0.1
723,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_43.jpg,0.6
724,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_44.jpg,0.6
725,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_47.jpg,0.9
726,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_50.jpg,0.1
727,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_59.jpg,-0.9
728,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_68.jpg,1.6
729,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_82.jpg,1.7
730,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_9.jpg,1.1
731,Team 14 (Tsim Sha Tsui)_Lee Jae Hyun (Gale)_91.jpg,-1.2
732,Team 14 (Tsim Sha Tsui)_Li Ka Chun (John)_111.jpg,-0.3
733,Team 14 (Tsim Sha Tsui)_Li Ka Chun (John)_115.jpg,0.6
734,Team 14 (Tsim Sha Tsui)_Li Ka Chun (John)_140.jpg,0.2
735,Team 14 (Tsim Sha Tsui)_Li Ka Chun (John)_164.jpg,0.4
736,Team 14 (Tsim Sha Tsui)_Li Ka Chun (John)_178.jpg,-0.5
737,Team 14 (Tsim Sha Tsui)_Li Ka Chun (John)_205.jpg,-0.4
738,Team 14 (Tsim Sha Tsui)_Li Ka Chun (John)_21.jpg,0.4
739,Team 14 (Tsim Sha Tsui)_Li Ka Chun (John)_214.jpg,0.0
740,Team 14 (Tsim Sha Tsui)_Li Ka Chun (John)_216.jpg,0.3
741,Team 14 (Tsim Sha Tsui)_Li Ka Chun (John)_29.jpg,0.2
742,Team 14 (Tsim Sha Tsui)_Li Ka Chun (John)_49.jpg,0.1
743,Team 14 (Tsim Sha Tsui)_Li Ka Chun (John)_51.jpg,-1.7
744,Team 14 (Tsim Sha Tsui)_Li Ka Chun (John)_54.jpg,-0.4
745,Team 14 (Tsim Sha Tsui)_Li Ka Chun (John)_56.jpg,-0.7
746,Team 14 (Tsim Sha Tsui)_Li Ka Chun (John)_6.jpg,0.2
747,Team 14 (Tsim Sha Tsui)_Li Ka Chun (John)_65.jpg,0.0
748,Team 14 (Tsim Sha Tsui)_Li Ka Chun (John)_67.jpg,-0.3
749,Team 14 (Tsim Sha Tsui)_Li Ka Chun (John)_68.jpg,0.5
750,Team 14 (Tsim Sha Tsui)_Li Ka Chun (John)_9.jpg,0.6
751,Team 14 (Tsim Sha Tsui)_Wong Wing Chung (Zach)_100.jpg,-1.1
752,Team 14 (Tsim Sha Tsui)_Wong Wing Chung (Zach)_129.jpg,0.7
753,Team 14 (Tsim Sha Tsui)_Wong Wing Chung (Zach)_134.jpg,-0.2
754,Team 14 (Tsim Sha Tsui)_Wong Wing Chung (Zach)_137.jpg,2.1
755,Team 14 (Tsim Sha Tsui)_Wong Wing Chung (Zach)_139.jpg,0.7
756,Team 14 (Tsim Sha Tsui)_Wong Wing Chung (Zach)_159.jpg,0.1
757,Team 14 (Tsim Sha Tsui)_Wong Wing Chung (Zach)_160.jpg,1.6
758,Team 14 (Tsim Sha Tsui)_Wong Wing Chung (Zach)_161.jpg,0.7
759,Team 14 (Tsim Sha Tsui)_Wong Wing Chung (Zach)_162.jpg,0.6
760,Team 14 (Tsim Sha Tsui)_Wong Wing Chung (Zach)_19.jpg,-0.1
761,Team 14 (Tsim Sha Tsui)_Wong Wing Chung (Zach)_208.jpg,-0.2
762,Team 14 (Tsim Sha Tsui)_Wong Wing Chung (Zach)_222.jpg,-0.3
763,Team 14 (Tsim Sha Tsui)_Wong Wing Chung (Zach)_225.jpg,-0.6
764,Team 14 (Tsim Sha Tsui)_Wong Wing Chung (Zach)_227.jpg,-0.5
765,Team 14 (Tsim Sha Tsui)_Wong Wing Chung (Zach)_3.jpg,-0.5
766,Team 14 (Tsim Sha Tsui)_Wong Wing Chung (Zach)_44.jpg,0.9
767,Team 14 (Tsim Sha Tsui)_Wong Wing Chung (Zach)_55.jpg,0.7
768,Team 14 (Tsim Sha Tsui)_Wong Wing Chung (Zach)_75.jpg,0.5
769,Team 15 (Prince Edward)_Liu Leong (Dennis)_114.jpg,-1.4
770,Team 15 (Prince Edward)_Liu Leong (Dennis)_120.jpg,0.3
771,Team 15 (Prince Edward)_Liu Leong (Dennis)_129.jpg,-0.1
772,Team 15 (Prince Edward)_Liu Leong (Dennis)_130.jpg,-0.3
773,Team 15 (Prince Edward)_Liu Leong (Dennis)_132.jpg,0.6
774,Team 15 (Prince Edward)_Liu Leong (Dennis)_133.jpg,-0.2
775,Team 15 (Prince Edward)_Liu Leong (Dennis)_143.jpg,-0.8
776,Team 15 (Prince Edward)_Liu Leong (Dennis)_15.jpg,-0.7
777,Team 15 (Prince Edward)_Liu Leong (Dennis)_155.jpg,0.6
778,Team 15 (Prince Edward)_Liu Leong (Dennis)_190.jpg,1.7
779,Team 15 (Prince Edward)_Liu Leong (Dennis)_192.jpg,-0.2
780,Team 15 (Prince Edward)_Liu Leong (Dennis)_201.jpg,0.8
781,Team 15 (Prince Edward)_Liu Leong (Dennis)_211.jpg,0.9
782,Team 15 (Prince Edward)_Liu Leong (Dennis)_212.jpg,1.4
783,Team 15 (Prince Edward)_Liu Leong (Dennis)_225.jpg,0.2
784,Team 15 (Prince Edward)_Liu Leong (Dennis)_227.jpg,-2.2
785,Team 15 (Prince Edward)_Liu Leong (Dennis)_23.jpg,0.7
786,Team 15 (Prince Edward)_Liu Leong (Dennis)_234.jpg,1.4
787,Team 15 (Prince Edward)_Liu Leong (Dennis)_239.jpg,0.4
788,Team 15 (Prince Edward)_Liu Leong (Dennis)_244.jpg,1.1
789,Team 15 (Prince Edward)_Liu Leong (Dennis)_28.jpg,-0.1
790,Team 15 (Prince Edward)_Liu Leong (Dennis)_31.jpg,0.2
791,Team 15 (Prince Edward)_Liu Leong (Dennis)_36.jpg,0.9
792,Team 15 (Prince Edward)_Liu Leong (Dennis)_37.jpg,0.4
793,Team 15 (Prince Edward)_Liu Leong (Dennis)_48.jpg,-1.0
794,Team 15 (Prince Edward)_Liu Leong (Dennis)_50.jpg,-1.5
795,Team 15 (Prince Edward)_Liu Leong (Dennis)_61.jpg,-0.4
796,Team 15 (Prince Edward)_Liu Leong (Dennis)_68.jpg,0.2
797,Team 15 (Prince Edward)_Liu Leong (Dennis)_7.jpg,0.2
798,Team 15 (Prince Edward)_Liu Leong (Dennis)_70.jpg,1.0
799,Team 15 (Prince Edward)_Liu Leong (Dennis)_89.jpg,-0.2
800,Team 15 (Prince Edward)_Liu Leong (Dennis)_96.jpg,-1.3
801,Team 15 (Prince Edward)_Liu Leong (Dennis)_97.jpg,-1.9
802,Team 15 (Prince Edward)_Liu Leong (Dennis)_99.jpg,-1.6
803,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_10.jpg,0.4
804,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_104.jpg,1.0
805,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_111.jpg,-0.7
806,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_120.jpg,-0.5
807,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_128.jpg,0.2
808,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_129.jpg,1.0
809,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_137.jpg,1.7
810,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_140.jpg,0.5
811,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_159.jpg,1.0
812,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_163.jpg,0.5
813,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_182.jpg,1.3
814,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_189.jpg,1.7
815,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_19.jpg,0.8
816,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_192.jpg,0.9
817,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_196.jpg,0.9
818,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_198.jpg,0.7
819,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_201.jpg,0.1
820,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_223.jpg,0.9
821,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_239.jpg,0.5
822,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_259.jpg,0.1
823,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_4.jpg,0.1
824,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_43.jpg,0.5
825,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_49.jpg,0.6
826,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_59.jpg,1.5
827,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_65.jpg,1.9
828,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_89.jpg,0.6
829,Team 15 (Prince Edward)_Luk Chin Kiu (Brian)_95.jpg,1.5
830,Team 15 (Prince Edward)_Soh Wai Heng_113.jpg,1.2
831,Team 15 (Prince Edward)_Soh Wai Heng_123.jpg,0.8
832,Team 15 (Prince Edward)_Soh Wai Heng_125.jpg,1.3
833,Team 15 (Prince Edward)_Soh Wai Heng_132.jpg,2.2
834,Team 15 (Prince Edward)_Soh Wai Heng_154.jpg,0.3
835,Team 15 (Prince Edward)_Soh Wai Heng_16.jpg,-0.2
836,Team 15 (Prince Edward)_Soh Wai Heng_17.jpg,0.3
837,Team 15 (Prince Edward)_Soh Wai Heng_174.jpg,0.5
838,Team 15 (Prince Edward)_Soh Wai Heng_176.jpg,1.1
839,Team 15 (Prince Edward)_Soh Wai Heng_189.jpg,-0.2
840,Team 15 (Prince Edward)_Soh Wai Heng_194.jpg,-0.9
841,Team 15 (Prince Edward)_Soh Wai Heng_2.jpg,0.1
842,Team 15 (Prince Edward)_Soh Wai Heng_208.jpg,0.4
843,Team 15 (Prince Edward)_Soh Wai Heng_211.jpg,-0.2
844,Team 15 (Prince Edward)_Soh Wai Heng_212.jpg,-0.2
845,Team 15 (Prince Edward)_Soh Wai Heng_222.jpg,0.8
846,Team 15 (Prince Edward)_Soh Wai Heng_238.jpg,-0.4
847,Team 15 (Prince Edward)_Soh Wai Heng_243.jpg,1.0
848,Team 15 (Prince Edward)_Soh Wai Heng_25.jpg,0.7
849,Team 15 (Prince Edward)_Soh Wai Heng_3.jpg,0.1
850,Team 15 (Prince Edward)_Soh Wai Heng_32.jpg,0.7
851,Team 15 (Prince Edward)_Soh Wai Heng_44.jpg,-0.3
852,Team 15 (Prince Edward)_Soh Wai Heng_49.jpg,1.8
853,Team 15 (Prince Edward)_Soh Wai Heng_6.jpg,-0.4
854,Team 15 (Prince Edward)_Soh Wai Heng_64.jpg,-1.1
855,Team 15 (Prince Edward)_Soh Wai Heng_72.jpg,1.2
856,Team 15 (Prince Edward)_Soh Wai Heng_78.jpg,0.7
857,Team 15 (Prince Edward)_Soh Wai Heng_9.jpg,0.5
858,Team 15 (Prince Edward)_Soh Wai Heng_94.jpg,-0.3
859,Team 15 (Prince Edward)_Soh Wai Heng_99.jpg,-0.7
860,Team 15 (Prince Edward)_Tse Yan Tung (Agnes)_10.jpg,2.5
861,Team 15 (Prince Edward)_Tse Yan Tung (Agnes)_14.jpg,0.2
862,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_106.jpg,-0.1
863,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_109.jpg,0.9
864,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_111.jpg,1.0
865,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_120.jpg,0.3
866,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_132.jpg,-0.5
867,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_14.jpg,1.4
868,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_161.jpg,-1.6
869,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_162.jpg,-0.2
870,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_175.jpg,-0.8
871,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_179.jpg,-1.4
872,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_207.jpg,-1.4
873,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_219.jpg,1.2
874,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_22.jpg,1.3
875,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_223.jpg,0.7
876,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_226.jpg,0.3
877,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_228.jpg,0.7
878,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_3.jpg,0.5
879,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_40.jpg,0.6
880,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_47.jpg,0.4
881,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_62.jpg,1.0
882,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_67.jpg,-1.6
883,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_77.jpg,0.8
884,Team 15 (Prince Edward)_Tsoi Wan Sze (Lydia)_90.jpg,0.7
885,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_10.jpg,-0.7
886,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_109.jpg,-0.8
887,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_11.jpg,0.2
888,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_120.jpg,0.1
889,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_123.jpg,0.3
890,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_136.jpg,0.7
891,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_143.jpg,-0.3
892,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_150.jpg,-0.9
893,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_153.jpg,-0.5
894,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_161.jpg,-0.6
895,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_164.jpg,-0.2
896,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_166.jpg,-0.6
897,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_179.jpg,-0.7
898,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_194.jpg,0.3
899,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_198.jpg,0.2
900,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_20.jpg,0.7
901,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_207.jpg,0.6
902,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_220.jpg,0.5
903,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_223.jpg,-1.0
904,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_224.jpg,-0.6
905,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_226.jpg,0.5
906,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_239.jpg,0.6
907,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_26.jpg,1.7
908,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_28.jpg,-0.5
909,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_35.jpg,1.1
910,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_36.jpg,1.3
911,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_48.jpg,0.8
912,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_49.jpg,0.7
913,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_54.jpg,-0.3
914,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_65.jpg,0.2
915,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_70.jpg,0.9
916,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_74.jpg,-1.2
917,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_76.jpg,-1.2
918,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_86.jpg,0.9
919,Team 16 (Tin Hau)_Cheung Cheuk Man (Chevy)_97.jpg,0.8
920,Team 16 (Tin Hau)_Pang Masami_1.jpg,0.1
921,Team 16 (Tin Hau)_Pang Masami_11.jpg,-0.2
922,Team 16 (Tin Hau)_Pang Masami_113.jpg,0.7
923,Team 16 (Tin Hau)_Pang Masami_114.jpg,0.1
924,Team 16 (Tin Hau)_Pang Masami_14.jpg,0.3
925,Team 16 (Tin Hau)_Pang Masami_17.jpg,-0.4
926,Team 16 (Tin Hau)_Pang Masami_31.jpg,0.3
927,Team 16 (Tin Hau)_Pang Masami_33.jpg,-0.5
928,Team 16 (Tin Hau)_Pang Masami_37.jpg,0.3
929,Team 16 (Tin Hau)_Pang Masami_50.jpg,-1.4
930,Team 16 (Tin Hau)_Pang Masami_51.jpg,-2.1
931,Team 16 (Tin Hau)_Pang Masami_54.jpg,-2.1
932,Team 16 (Tin Hau)_Pang Masami_69.jpg,-0.8
933,Team 16 (Tin Hau)_Pang Masami_77.jpg,-2.0
934,Team 16 (Tin Hau)_Pang Masami_96.jpg,0.7
935,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_100.jpg,0.6
936,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_104.jpg,0.3
937,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_128.jpg,-2.1
938,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_129.jpg,-1.8
939,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_135.jpg,0.3
940,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_151.jpg,0.2
941,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_165.jpg,0.1
942,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_179.jpg,0.6
943,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_180.jpg,0.6
944,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_189.jpg,0.4
945,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_190.jpg,-0.7
946,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_192.jpg,-1.9
947,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_199.jpg,-1.7
948,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_2.jpg,0.5
949,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_200.jpg,-1.0
950,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_203.jpg,-1.1
951,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_205.jpg,-0.6
952,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_214.jpg,-0.0
953,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_238.jpg,0.2
954,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_240.jpg,0.2
955,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_26.jpg,0.1
956,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_55.jpg,1.0
957,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_56.jpg,-1.1
958,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_74.jpg,-1.2
959,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_84.jpg,0.2
960,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_9.jpg,0.9
961,Team 17 (Kennedy Town)_Guo Ruoxuan (Tim)_97.jpg,0.1
962,Team 17 (Kennedy Town)_Tang Zike_1.jpg,1.1
963,Team 17 (Kennedy Town)_Tang Zike_102.jpg,1.2
964,Team 17 (Kennedy Town)_Tang Zike_103.jpg,1.2
965,Team 17 (Kennedy Town)_Tang Zike_12.jpg,0.9
966,Team 17 (Kennedy Town)_Tang Zike_123.jpg,1.1
967,Team 17 (Kennedy Town)_Tang Zike_124.jpg,1.4
968,Team 17 (Kennedy Town)_Tang Zike_126.jpg,0.6
969,Team 17 (Kennedy Town)_Tang Zike_13.jpg,-0.4
970,Team 17 (Kennedy Town)_Tang Zike_142.jpg,1.4
971,Team 17 (Kennedy Town)_Tang Zike_146.jpg,1.1
972,Team 17 (Kennedy Town)_Tang Zike_149.jpg,-0.1
973,Team 17 (Kennedy Town)_Tang Zike_15.jpg,0.3
974,Team 17 (Kennedy Town)_Tang Zike_170.jpg,0.5
975,Team 17 (Kennedy Town)_Tang Zike_33.jpg,-0.2
976,Team 17 (Kennedy Town)_Tang Zike_35.jpg,0.1
977,Team 17 (Kennedy Town)_Tang Zike_63.jpg,1.3
978,Team 17 (Kennedy Town)_Tang Zike_79.jpg,-0.0
979,Team 17 (Kennedy Town)_Tang Zike_98.jpg,1.4
980,Team 17 (Kennedy Town)_Yuan Shuwen (Wendy)_101.jpg,0.0
981,Team 17 (Kennedy Town)_Yuan Shuwen (Wendy)_104.jpg,1.0
